ReducedAccount.,Account,AccountDescription,Date,Historic,CP,Batch,Debit,Credit,DayOfWeek,Month,Year,TransactionAmount,Anomaly,AnomalyScore
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-11,Vlr. Ref. Aplicao,,41725.0,0.0,556500.0,2,5,2022,556500.0,-1,-0.08984420276450245
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-11,Vlr. Ref. Ted Para 1642-0,,41725.0,0.0,365000.0,2,5,2022,365000.0,-1,-0.05837397140130873
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-13,Vlr. Ref. Aplicao,,41729.0,0.0,367024.0,4,5,2022,367024.0,-1,-0.030076214895011444
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-15,"Vlr. Ref. Liq. Nf/Fat. N. 44034-E01, Cia Saneamento Basico Est S Paulo- Sabesp",,41654.0,254924.75,0.0,6,5,2022,-254924.75,-1,-0.05721358013178435
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-15,Vlr. Ref. Aplicao,,41733.0,0.0,452743.1,6,5,2022,452743.1,-1,-0.05453235456390737
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-18,Vlr. Ref. Ted Para 1642-0,,41735.0,0.0,226000.0,2,5,2022,226000.0,-1,-0.018722113465672097
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-18,Vlr. Ref. Aplicao,,41735.0,0.0,227000.0,2,5,2022,227000.0,-1,-0.018722113465672097
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-19,Vlr. Ref. Aplicao,,41737.0,0.0,447506.0,3,5,2022,447506.0,-1,-0.056759647760613374
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-19,Vlr. Ref. Resgate,,41737.0,440176.56,0.0,3,5,2022,-440176.56,-1,-0.042320860748662814
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-21,Vlr. Ref. Aplicao,,41741.0,0.0,489680.48,5,5,2022,489680.48,-1,-0.050254702552898434
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-22,"Vlr. Ref. Liq. Nf/Fat. N. 43969-E01, Copel Geracao E Transmissao S/A",,41659.0,378029.96,0.0,6,5,2022,-378029.96,-1,-0.08588076333717964
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-22,"Vlr. Ref. Liq. Nf/Fat. N. 43973-E01, Copel Geracao E Transmissao S/A",,41659.0,153690.16,0.0,6,5,2022,-153690.16,-1,-0.016277789186671665
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-22,Vlr. Ref. Ted Para 1642-0,,41743.0,0.0,1060000.0,6,5,2022,1060000.0,-1,-0.09538463216675508
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-22,Vlr. Ref. Aplicao,,41743.0,0.0,355061.04,6,5,2022,355061.04,-1,-0.03620636374980435
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-25,Vlr. Ref. Aplicao,,41745.0,0.0,1000000.0,2,5,2022,1000000.0,-1,-0.10300138551025517
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-05-25,Vlr. Ref. Resgate,,41745.0,929709.47,0.0,2,5,2022,-929709.47,-1,-0.07775257173092842
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-01,Vlr. Ref. Aplicao,,41755.0,0.0,360542.5,2,6,2022,360542.5,-1,-0.038264346677093
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-02,Vlr. Ref. Ted Para 1642-0,,41757.0,0.0,1350000.0,3,6,2022,1350000.0,-1,-0.09628066013991621
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-02,Vlr. Ref. Resgate,,41757.0,580298.22,0.0,3,6,2022,-580298.22,-1,-0.04848623668999019
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-02,Vlr. Ref. Resgate,,41757.0,360559.54,0.0,3,6,2022,-360559.54,-1,-0.0245068614071694
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-03,Pagamento A Fornecedor,,41872.0,0.0,550386.59,4,6,2022,550386.59,-1,-0.05014502902192841
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-03,Vlr. Ref. Ted Para 1642-0,,41944.0,0.0,531000.0,4,6,2022,531000.0,-1,-0.04199240149640315
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-03,Vlr. Ref. Resgate,,41944.0,838203.04,0.0,4,6,2022,-838203.04,-1,-0.07682492131915342
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-04,Vlr. Ref. Resgate,,41946.0,271195.84,0.0,5,6,2022,-271195.84,-1,-0.013093149514251334
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-05,Vlr. Ref. Resgate,,41948.0,550000.0,0.0,6,6,2022,-550000.0,-1,-0.10167381193563851
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-05,Vlr. Ref. Ted Para 1642-0,,41948.0,0.0,566000.0,6,6,2022,566000.0,-1,-0.07789540522125449
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-08,Pagamento A Fornecedor,,41879.0,0.0,368870.25,2,6,2022,368870.25,-1,-0.0398770363893286
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-08,Vlr. Ref. Resgate,,41950.0,454557.56,0.0,2,6,2022,-454557.56,-1,-0.046290421925188174
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-11,Vlr. Ref. Aplicao,,41956.0,0.0,515000.0,5,6,2022,515000.0,-1,-0.0445536313724586
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-15,Vlr. Ref. Ted Para 1642-0,,41960.0,0.0,297000.0,2,6,2022,297000.0,-1,-0.019276165082292906
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-17,"Vlr. Ref. Liq. Nf/Fat. N. 44422-E01, Foz Do Chapeco Energia S A",,41860.0,421118.2,0.0,4,6,2022,-421118.2,-1,-0.05202165484663679
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-17,Vlr. Ref. Ted,,41941.0,0.0,315000.0,4,6,2022,315000.0,-1,-0.0034340463053968984
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-22,"Vlr. Ref. Liq. Nf/Fat. N. 44301-E01, Copel Distribuicao S/A",,41862.0,965644.62,0.0,2,6,2022,-965644.62,-1,-0.07935034099977789
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-22,Vlr. Ref. Transf P/ Itau,,41910.0,0.0,1700000.0,2,6,2022,1700000.0,-1,-0.11245644875898575
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-23,"Vlr. Ref. Liq. Nf/Fat. N. 44326-E01, Robert Bosch Limitada",,41863.0,358800.0,0.0,3,6,2022,-358800.0,-1,-0.0245068614071694
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-23,Vlr. Ref. Aplicacao,,41912.0,0.0,473577.77,3,6,2022,473577.77,-1,-0.043909001520729296
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-24,Vlr. Ref. Transf 01-2055 P 7868-9,,41914.0,0.0,358800.0,4,6,2022,358800.0,-1,-0.01789418887014882
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-24,Vlr. Ref. Resgate,,41914.0,355054.75,0.0,4,6,2022,-355054.75,-1,-0.03749681888481604
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-30,Vlr. Ref. Aplicao,,41923.0,0.0,1000000.0,3,6,2022,1000000.0,-1,-0.09056140717747752
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-06-30,Vlr. Ref. Resgate,,41923.0,920203.94,0.0,3,6,2022,-920203.94,-1,-0.07007524212281979
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-03,"Vlr. Ref. Liq. Nf/Fat. N. 44399-E01, Copel Geracao E Transmissao S/A",,42028.0,165268.4,0.0,6,7,2022,-165268.4,-1,-0.03598072520250373
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-03,Pagamento A Fornecedor,,42093.0,0.0,545064.7,6,7,2022,545064.7,-1,-0.055770722529574046
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-03,Vlr. Ref. Ted Para 1642-0,,42134.0,0.0,480000.0,6,7,2022,480000.0,-1,-0.05163999538877351
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-03,Vlr. Ref. Resgate,,42134.0,400000.0,0.0,6,7,2022,-400000.0,-1,-0.0881172974317953
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-03,Vlr. Ref. Resgate,,42134.0,177381.08,0.0,6,7,2022,-177381.08,-1,-0.03771875814809589
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-03,Vlr. Ref. Resgate,,42134.0,261186.03,0.0,6,7,2022,-261186.03,-1,-0.0570205024988375
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-06,Vlr. Ref. Ted Para 1642-0,,42136.0,0.0,390000.0,2,7,2022,390000.0,-1,-0.030869352482201795
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-07,Pagamento A Fornecedor,,42099.0,0.0,368870.25,3,7,2022,368870.25,-1,-0.03792315837667204
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-07,Vlr. Ref. Resgate,,42138.0,370000.0,0.0,3,7,2022,-370000.0,-1,-0.02846476375409912
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-10,Vlr. Ref. Resgate,,42144.0,150000.0,0.0,6,7,2022,-150000.0,-1,-0.0239566315429236
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-13,"Vlr. Ref. Liq. Nf/Fat. N. 44488-E01, Copel Distribuicao S/A",,42035.0,310932.86,0.0,2,7,2022,-310932.86,-1,-0.012936141104081367
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-17,"Vlr. Ref. Liq. Nf/Fat. N. 44551-E01, Copel Geracao E Transmissao S/A",,42039.0,124115.2,0.0,6,7,2022,-124115.2,-1,-0.0005242186519323067
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-17,"Vlr. Ref. Liq. Nf/Fat. N. 44703-E01, Foz Do Chapeco Energia S A",,42039.0,361574.2,0.0,6,7,2022,-361574.2,-1,-0.08724517375883378
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-17,"Vlr. Ref. Liq. Nf/Fat. N. 44712-E01, Foz Do Chapeco Energia S A",,42039.0,132922.0,0.0,6,7,2022,-132922.0,-1,-0.021702015517353845
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-17,Vlr. Ref. Aplicao,,42154.0,0.0,793000.0,6,7,2022,793000.0,-1,-0.09686514679482217
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-22,Vlr. Ref. Ted Para 1642-0,,42160.0,0.0,1247000.0,4,7,2022,1247000.0,-1,-0.09641155613707897
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-27,Vlr. Ref. Aplicao,,42166.0,0.0,264319.4,2,7,2022,264319.4,-1,-0.0015265654666269945
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-28,Vlr. Ref. Aplicao,,42168.0,0.0,800000.0,3,7,2022,800000.0,-1,-0.0890768252858315
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-28,Vlr. Ref. Resgate,,42168.0,795604.75,0.0,3,7,2022,-795604.75,-1,-0.06291103982056223
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-31,"Vlr. Ref. Liq. Nf/Fat. N. 44969-E01, Elejor - Centrais Eletricas Do Rio Jordao S.A.",,42050.0,178989.58,0.0,6,7,2022,-178989.58,-1,-0.03771875814809589
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-31,Vlr. Ref. Ted Para 1642-0,,42174.0,0.0,780000.0,6,7,2022,780000.0,-1,-0.09377653727480029
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-31,Vlr. Ref. Resgate,,42174.0,200000.0,0.0,6,7,2022,-200000.0,-1,-0.045123195473839584
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-07-31,Vlr. Ref. Resgate,,42174.0,293284.59,0.0,6,7,2022,-293284.59,-1,-0.06934225296812202
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-03,Vlr. Ref. Resgate,,42178.0,480000.0,0.0,2,8,2022,-480000.0,-1,-0.05798655937656971
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-03,Vlr. Ref. Resgate,,42178.0,479395.86,0.0,2,8,2022,-479395.86,-1,-0.05798655937656971
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-03,Vlr. Ref. Ted Para 1642-0,,42178.0,0.0,586000.0,2,8,2022,586000.0,-1,-0.0597744109208026
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-03,Pagamento A Fornecedor,,42267.0,0.0,375851.6,2,8,2022,375851.6,-1,-0.02714895986132304
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-07,Vlr. Ref. Aplicao,,42186.0,0.0,357359.99,6,8,2022,357359.99,-1,-0.042438225524639384
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-10,Vlr. Ref. Aplicao,,42188.0,0.0,400000.0,2,8,2022,400000.0,-1,-0.027544200146967457
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-10,Vlr. Ref. Aplicao,,42188.0,0.0,600000.0,2,8,2022,600000.0,-1,-0.0597744109208026
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-10,"Vlr. Ref. Liq. Nf/Fat. N. 44794-E01, Renault Do Brasil S.A",,42247.0,261786.09,0.0,2,8,2022,-261786.09,-1,-0.010119981974291425
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-12,Pagamento A Fornecedor,,42281.0,0.0,368870.25,4,8,2022,368870.25,-1,-0.01389052142169589
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-13,Vlr. Ref. Aplicao,,42318.0,0.0,316852.59,5,8,2022,316852.59,-1,-0.002048576462087781
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-14,"Vlr. Ref. Liq. Nf/Fat. N. 44839-E01, Copel Geracao E Transmissao S/A",,42251.0,165268.4,0.0,6,8,2022,-165268.4,-1,-0.03412834414546562
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-14,Vlr. Ref. Aplicao,,42320.0,0.0,533690.43,6,8,2022,533690.43,-1,-0.06643310498296162
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-17,Vlr. Ref. Resgate,,42322.0,513253.04,0.0,2,8,2022,-513253.04,-1,-0.06633988289107684
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-17,Vlr. Ref. Aplicao,,42322.0,0.0,800000.0,2,8,2022,800000.0,-1,-0.07244531052707537
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-17,Vlr. Ref. Aplicao,,42322.0,0.0,473000.0,2,8,2022,473000.0,-1,-0.040774549692788375
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-19,Vlr. Ref. Aplicao,,42326.0,0.0,600000.0,4,8,2022,600000.0,-1,-0.05456582029747847
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-19,Vlr. Ref. Resgate,,42326.0,340297.8,0.0,4,8,2022,-340297.8,-1,-0.03902196018301651
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-20,Vlr. Ref. Aplicao,,42328.0,0.0,348507.06,5,8,2022,348507.06,-1,-0.015316204216347495
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-21,"Vlr. Ref. Liq. Nf/Fat. N. 44997-E01, Copel Geracao E Transmissao S/A",,42256.0,122353.35,0.0,6,8,2022,-122353.35,-1,-0.0010248181834364711
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-21,Vlr. Ref. Aplicao,,42330.0,0.0,406065.03,6,8,2022,406065.03,-1,-0.0513105892228245
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-24,Vlr. Ref. Aplicao,,42332.0,0.0,755000.0,2,8,2022,755000.0,-1,-0.06696925399969855
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-08-24,Vlr. Ref. Resgate,,42332.0,752512.54,0.0,2,8,2022,-752512.54,-1,-0.08586086650165459
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-02,Vlr. Ref. Ted Para 1642-0,,42346.0,0.0,1008000.0,4,9,2022,1008000.0,-1,-0.10141314312408567
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-02,Vlr. Ref. Resgate,,42346.0,757952.72,0.0,4,9,2022,-757952.72,-1,-0.07740446455459293
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-03,Vlr. Ref. Ted Para 1642-0,,42528.0,0.0,300000.0,5,9,2022,300000.0,-1,-0.016546969208848128
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-03,Vlr. Ref. Resgate,,42528.0,281933.18,0.0,5,9,2022,-281933.18,-1,-0.012625026152160657
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-07,Vlr. Ref. Resgate,,42532.0,500000.0,0.0,2,9,2022,-500000.0,-1,-0.06489290640076228
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-07,Vlr. Ref. Ted Para 1642-0,,42532.0,0.0,522000.0,2,9,2022,522000.0,-1,-0.04765361423858083
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-08,Vlr. Ref. Ted Para 1642-0,,42534.0,0.0,792000.0,3,9,2022,792000.0,-1,-0.1001796982157952
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-08,Vlr. Ref. Resgate,,42534.0,480000.0,0.0,3,9,2022,-480000.0,-1,-0.048151971517281233
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-14,Pagamento A Fornecedor,,42499.0,0.0,368870.25,2,9,2022,368870.25,-1,-0.026100720828952095
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-16,Vlr. Ref. Aplicao,,42544.0,0.0,341345.51,4,9,2022,341345.51,-1,-0.016372499595217804
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-17,Vlr. Ref. Aplicao,,42546.0,0.0,240894.07,5,9,2022,240894.07,-1,-0.0016808866687015867
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-21,"Vlr. Ref. Liq. Nf/Fat. N. 45245-E01, Copel Distribuicao S/A",,42478.0,204409.98,0.0,2,9,2022,-204409.98,-1,-0.0009070748246461369
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-22,Vlr. Ref. Ted Para 1642-0,,42552.0,0.0,1175000.0,3,9,2022,1175000.0,-1,-0.11590975021206062
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-09-22,Vlr. Ref. Resgate,,42552.0,1131942.88,0.0,3,9,2022,-1131942.88,-1,-0.08446060101976005
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-02,Vlr. Ref. Resgate,,42568.0,500000.0,0.0,6,10,2022,-500000.0,-1,-0.09581277551169554
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-02,Vlr. Ref. Resgate,,42568.0,1300000.0,0.0,6,10,2022,-1300000.0,-1,-0.11267182501290629
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-02,Vlr. Ref. Ted Para 1642-0,,42568.0,0.0,2080000.0,6,10,2022,2080000.0,-1,-0.13746070045192293
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-05,Vlr. Ref. Ted Para 1642-0,,42753.0,0.0,1407000.0,2,10,2022,1407000.0,-1,-0.1073906528628682
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-05,Vlr. Ref. Resgate,,42753.0,1405000.0,0.0,2,10,2022,-1405000.0,-1,-0.10496469579586465
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-12,Pagamento A Fornecedor,,42725.0,0.0,368870.25,2,10,2022,368870.25,-1,-0.03897108284968742
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-12,Vlr. Ref. Resgate,,42763.0,500000.0,0.0,2,10,2022,-500000.0,-1,-0.07440737440703327
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-12,Vlr. Ref. Ted Para 1642-0,,42763.0,0.0,542000.0,2,10,2022,542000.0,-1,-0.06757407542154759
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-12,Vlr. Ref. Resgate,,42763.0,354409.0,0.0,2,10,2022,-354409.0,-1,-0.040631048957289306
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-15,"Vlr. Ref. Liq. Nf/Fat. N. 45414-E01, Copel Distribuicao S/A",,42661.0,247750.64,0.0,5,10,2022,-247750.64,-1,-0.007615314211817048
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-15,Vlr. Ref. Aplicao,,42767.0,0.0,327601.49,5,10,2022,327601.49,-1,-0.02914262818334068
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-19,Vlr. Ref. Ted Para 1642-0,,42771.0,0.0,303000.0,2,10,2022,303000.0,-1,-0.02104661080075465
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-20,"Vlr. Ref. Liq. Nf/Fat. N. 45792-E01, Celesc Distribuicao S.A",,42664.0,878575.58,0.0,3,10,2022,-878575.58,-1,-0.08213401028723744
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-20,Vlr. Ref. Aplicaao,,42773.0,0.0,922496.01,3,10,2022,922496.01,-1,-0.1190610037701818
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-21,"Vlr. Ref. Liq. Nf/Fat. N. 45387-E01, Siemens Energy Brasil Ltda.",,42666.0,175000.0,0.0,4,10,2022,-175000.0,-1,-0.003600906339261578
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-21,"Vlr. Ref. Liq. Nf/Fat. N. 45490-E01, Copel Geracao E Transmissao S/A",,42666.0,197478.23,0.0,4,10,2022,-197478.23,-1,-0.011168112629216354
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-21,"Vlr. Ref. Liq. Nf/Fat. N. 45492-E01, Copel Geracao E Transmissao S/A",,42666.0,197684.99,0.0,4,10,2022,-197684.99,-1,-0.011168112629216354
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-21,Vlr. Ref. Aplicao,,42775.0,0.0,918307.46,4,10,2022,918307.46,-1,-0.10683667316424639
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-22,Vlr. Ref. Ted Para 1642-0,,42777.0,0.0,833000.0,5,10,2022,833000.0,-1,-0.10294190225191491
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-22,Vlr. Ref. Aplicao,,42777.0,0.0,1000000.0,5,10,2022,1000000.0,-1,-0.1101129987139291
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-22,Vlr. Ref. Aplicao,,42777.0,0.0,465000.0,5,10,2022,465000.0,-1,-0.05943792328382258
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-22,Vlr. Ref. Resgate,,42777.0,1866644.48,0.0,5,10,2022,-1866644.48,-1,-0.09322109913037435
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-30,Vlr. Ref. Ted Para 1642-0,,42789.0,0.0,219000.0,6,10,2022,219000.0,-1,-0.01896889813875846
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-30,Vlr. Ref. Resgate,,42789.0,114910.81,0.0,6,10,2022,-114910.81,-1,-8.205462009636122e-06
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-10-30,Vlr. Ref. Resgate,,42789.0,117110.94,0.0,6,10,2022,-117110.94,-1,-8.205462009636122e-06
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-02,"Vlr. Ref. Liq. Nf/Fat. N. 45858-E01, Cia Saneamento Basico Est S Paulo- Sabesp",,42677.0,347073.65,0.0,2,11,2022,-347073.65,-1,-0.045092493124757715
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-02,Vlr. Ref. Ted Para 1642-0,,42791.0,0.0,2248000.0,2,11,2022,2248000.0,-1,-0.1285681579135861
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-02,Vlr. Ref. Resgate,,42791.0,1500000.0,0.0,2,11,2022,-1500000.0,-1,-0.10509101602928439
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-03,Vlr. Ref. Ted Para 1642-0,,42987.0,0.0,171000.0,3,11,2022,171000.0,-1,-0.025693310225289756
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-05,Vlr. Ref. Aplicao,,42988.0,0.0,447518.0,5,11,2022,447518.0,-1,-0.0623710477470909
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-06,"Vlr. Ref. Liq. Nf/Fat. N. 45856-E01, Weg Equip Eletricos S A",,42948.0,77000.68,0.0,6,11,2022,-77000.68,-1,-0.01280338239456913
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-06,Vlr. Ref. Aplicao,,42989.0,0.0,99328.68,6,11,2022,99328.68,-1,-0.022793109284163116
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-09,Vlr. Ref. Ted Para 1642-0,,42990.0,0.0,380000.0,2,11,2022,380000.0,-1,-0.05306582228126677
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-09,Vlr. Ref. Resgate,,42990.0,224284.75,0.0,2,11,2022,-224284.75,-1,-0.013916530745087141
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-11,"Vlr. Ref. Liq. Nf/Fat. N. 45806-E01, Companhia De Geracao E Transmissao De Energia Eletrica Do Sul Do Brasil - Eletrobras Cgt Eletrosul",,42951.0,229539.17,0.0,4,11,2022,-229539.17,-1,-0.02439863216403293
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-11,Vlr. Ref. Aplicao,,42992.0,0.0,297185.0,4,11,2022,297185.0,-1,-0.023984344110334566
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-12,"Vlr. Ref. Liq. Nf/Fat. N. 45709-E01, Copel Geracao E Transmissao S/A",,42952.0,204483.87,0.0,5,11,2022,-204483.87,-1,-0.0009739783116654577
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-12,Pagamento A Fornecedor,,42973.0,0.0,368870.25,5,11,2022,368870.25,-1,-0.0443336518739732
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-12,Vlr. Ref. Ted Para 1642-0,,42993.0,0.0,303000.0,5,11,2022,303000.0,-1,-0.02675893869560797
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-13,Vlr. Ref. Ted Para 1642-0,,42994.0,0.0,220000.0,6,11,2022,220000.0,-1,-0.047542193568453905
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-13,Vlr. Ref. Resgate,,42994.0,161533.53,0.0,6,11,2022,-161533.53,-1,-0.04344093370122937
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-19,Vlr. Ref. Aplicao,,42997.0,0.0,349622.99,5,11,2022,349622.99,-1,-0.042708917327635376
8,101010020001.0,Banco do Brasil - c/c 262.108-8,2022-11-20,"Vlr. Ref. Liq. Nf/Fat. N. 2540, Petroleo Brasileiro S A Petrobras",,42957.0,72630.47,0.0,6,11,2022,-72630.47,-1,-0.008696196989493088
